Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0,874,1126,0,721
0.01,1056,944,0,826
0.02,1279,721,0,862
0.03,1144,856,0,948
0.04,1285,715,0,971
0.05,1070,930,0,1043
0.06,1189,811,0,958
0.07,1272,728,0,996
0.08,1074,926,0,999
0.09,1161,839,0,1100
0.1,1322,678,0,1081
0.11,1256,744,0,1068
0.12,1231,769,0,1037
0.13,1353,647,0,1071
0.14,1301,699,0,1075
0.15,1272,728,0,1033
0.16,1249,751,0,1000
0.17,1301,699,0,1038
0.18,1306,694,0,1028
0.19,1354,646,0,1041
0.2,1287,713,0,1111
0.21,1341,659,0,1052
0.22,1335,665,0,1061
0.23,1389,611,0,1096
0.24,1303,697,0,1089
0.25,1343,657,0,1024
0.26,1336,664,0,1069
0.27,1220,780,0,1047
0.28,1372,628,0,1072
0.29,1279,721,0,1044
0.3,1351,649,0,1070
0.31,1243,757,0,1101
0.32,1310,690,0,1099
0.33,1258,742,0,1082
0.34,1338,662,0,1045
0.35,1267,733,0,1072
0.36,1303,697,0,1071
0.37,1290,710,0,1073
0.38,1284,716,0,1106
0.39,1250,750,0,1105
0.4,1317,683,0,1085
0.41,1258,742,0,1098
0.42,1310,690,0,1115
0.43,1278,722,0,1103
0.44,1198,802,0,1108
0.45,1240,760,0,1083
0.46,1282,718,0,1086
0.47,1245,755,0,1091
0.48,1224,776,0,1076
0.49,1280,720,0,1077
0.5,1236,764,0,1034
0.51,1285,715,0,1104
0.52,1216,784,0,1092
0.53,1232,768,0,1085
0.54,1241,759,0,1118
0.55,1211,789,0,1095
0.56,1235,765,0,1110
0.57,1182,818,0,1122
0.58,1198,802,0,1063
0.59,1223,777,0,1099
0.6,1147,853,0,1137
0.61,1234,766,0,1071
0.62,1147,853,0,1090
0.63,1181,819,0,1116
0.64,1208,792,0,1120
0.65,1156,844,0,1090
0.66,1199,801,0,1074
0.67,1166,834,0,1083
0.68,1170,830,0,1138
0.69,1144,856,0,1121
0.7,1161,839,0,1113
0.71,1129,871,0,1132
0.72,1165,835,0,1101
0.73,1121,879,0,1084
0.74,1124,876,0,1093
0.75,1123,877,0,1122
0.76,1116,884,0,1087
0.77,1125,875,0,1100
0.78,1122,878,0,1095
0.79,1099,901,0,1113
0.8,1135,865,0,1105
0.81,1069,931,0,1102
0.82,1092,908,0,1112
0.83,1114,886,0,1097
0.84,1096,904,0,1096
0.85,1102,898,0,1119
0.86,1084,916,0,1091
0.87,1089,911,0,1098
0.88,1028,972,0,1102
0.89,1077,923,0,1126
0.9,1066,934,0,1084
0.91,1028,972,0,1102
0.92,1043,957,0,1096
0.93,1068,932,0,1078
0.94,1041,959,0,1079
0.95,1025,975,0,1090
0.96,995,1005,0,1076
0.97,1030,970,0,1086
0.98,1026,974,0,1079
0.99,997,1003,0,1068
1,1003,997,0,1092
