Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0.0,592,408,0,332
0.01,449,551,0,337
0.02,666,334,0,388
0.03,640,360,0,395
0.04,583,417,0,359
0.05,494,506,0,379
0.060000000000000005,676,324,0,399
0.07,598,402,0,384
0.08,473,527,0,381
0.09,487,513,0,414
0.09999999999999999,598,402,0,444
0.10999999999999999,554,446,0,389
0.11999999999999998,588,412,0,459
0.12999999999999998,588,412,0,411
0.13999999999999999,614,386,0,393
0.15,645,355,0,396
0.16,524,476,0,400
0.17,572,428,0,406
0.18000000000000002,532,468,0,430
0.19000000000000003,666,334,0,416
0.20000000000000004,663,337,0,434
0.21000000000000005,664,336,0,442
0.22000000000000006,672,328,0,416
0.23000000000000007,578,422,0,402
0.24000000000000007,649,351,0,444
0.25000000000000006,630,370,0,449
0.26000000000000006,586,414,0,442
0.2700000000000001,687,313,0,418
0.2800000000000001,608,392,0,449
0.2900000000000001,645,355,0,446
0.3000000000000001,624,376,0,415
0.3100000000000001,634,366,0,443
0.3200000000000001,593,407,0,449
0.3300000000000001,553,447,0,441
0.34000000000000014,649,351,0,452
0.35000000000000014,609,391,0,433
0.36000000000000015,578,422,0,439
0.37000000000000016,635,365,0,448
0.38000000000000017,644,356,0,447
0.3900000000000002,608,392,0,443
0.4000000000000002,642,358,0,459
0.4100000000000002,594,406,0,459
0.4200000000000002,614,386,0,446
0.4300000000000002,629,371,0,462
0.4400000000000002,602,398,0,448
0.45000000000000023,635,365,0,436
0.46000000000000024,620,380,0,455
0.47000000000000025,624,376,0,457
0.48000000000000026,620,380,0,448
0.49000000000000027,643,357,0,454
0.5000000000000002,625,375,0,440
0.5100000000000002,611,389,0,443
0.5200000000000002,577,423,0,424
0.5300000000000002,588,412,0,453
0.5400000000000003,587,413,0,435
0.5500000000000003,554,446,0,460
0.5600000000000003,607,393,0,468
0.5700000000000003,586,414,0,451
0.5800000000000003,586,414,0,448
0.5900000000000003,604,396,0,460
0.6000000000000003,607,393,0,446
0.6100000000000003,590,410,0,441
0.6200000000000003,607,393,0,456
0.6300000000000003,593,407,0,422
0.6400000000000003,583,417,0,438
0.6500000000000004,581,419,0,437
0.6600000000000004,602,398,0,449
0.6700000000000004,563,437,0,450
0.6800000000000004,555,445,0,467
0.6900000000000004,610,390,0,451
0.7000000000000004,574,426,0,451
0.7100000000000004,535,465,0,450
0.7200000000000004,579,421,0,436
0.7300000000000004,549,451,0,450
0.7400000000000004,571,429,0,462
0.7500000000000004,570,430,0,456
0.7600000000000005,563,437,0,461
0.7700000000000005,546,454,0,464
0.7800000000000005,540,460,0,441
0.7900000000000005,564,436,0,458
0.8000000000000005,510,490,0,460
0.8100000000000005,566,434,0,452
0.8200000000000005,540,460,0,450
0.8300000000000005,534,466,0,444
0.8400000000000005,527,473,0,460
0.8500000000000005,545,455,0,459
0.8600000000000005,512,488,0,446
0.8700000000000006,539,461,0,453
0.8800000000000006,524,476,0,459
0.8900000000000006,514,486,0,452
0.9000000000000006,535,465,0,456
0.9100000000000006,533,467,0,460
0.9200000000000006,511,489,0,453
0.9300000000000006,490,510,0,454
0.9400000000000006,497,503,0,464
0.9500000000000006,512,488,0,462
0.9600000000000006,497,503,0,462
0.9700000000000006,503,497,0,447
0.9800000000000006,483,517,0,448
0.9900000000000007,514,486,0,454
1.0,507,493,0,453
