Epsilon,ChungToiWin,ChungToiLoss,ChungToiDraw,StatesInPolicy
0,3760,4270,1970,167140
0.01,4585,3691,1724,155265
0.02,4874,3511,1615,159561
0.03,5334,3137,1529,156817
0.04,5590,2933,1477,159155
0.05,5603,2911,1486,157123
0.06,6041,2556,1403,156879
0.07,5763,2806,1431,161485
0.08,5824,2781,1395,160770
0.09,5814,2835,1351,165051
0.1,5966,2675,1359,163997
0.11,5846,2779,1375,166833
0.12,5740,2874,1386,170402
0.13,6241,2524,1235,164969
0.14,6085,2584,1331,168103
0.15,6014,2624,1362,168826
0.16,5981,2717,1302,171574
0.17,5891,2754,1355,174031
0.18,5845,2807,1348,174979
0.19,5907,2834,1259,176908
0.2,5868,2847,1285,178068
0.21,6088,2633,1279,176075
0.22,6042,2705,1253,176515
0.23,6032,2735,1233,176304
0.24,6002,2737,1261,178320
0.25,5972,2769,1259,180693
0.26,5858,2880,1262,181587
0.27,5782,2913,1305,183408
0.28,5904,2791,1305,181278
0.29,5675,3035,1290,184589
0.3,5860,2804,1336,184201
0.31,5755,2934,1311,187262
0.32,5794,2920,1286,187041
0.33,5755,2900,1345,187332
0.34,5794,2967,1239,188008
0.35,5879,2824,1297,187083
0.36,5747,2986,1267,189259
0.37,5615,3059,1326,192072
0.38,5584,3058,1358,192792
0.39,5593,3051,1356,193584
0.4,5654,3010,1336,193688
0.41,5658,3025,1317,193581
0.42,5578,3067,1355,195972
0.43,5469,3150,1381,196992
0.44,5526,3112,1362,197141
0.45,5443,3183,1374,199271
0.46,5420,3179,1401,198892
0.47,5418,3273,1309,200144
0.48,5516,3120,1364,200199
0.49,5373,3223,1404,202045
0.5,5271,3337,1392,203220
0.51,5372,3277,1351,202595
0.52,5299,3300,1401,203127
0.53,5363,3211,1426,206035
0.54,5302,3391,1307,205811
0.55,5253,3335,1412,205533
0.56,5208,3421,1371,207544
0.57,5179,3330,1491,207186
0.58,5232,3405,1363,208112
0.59,5138,3476,1386,208891
0.6,5119,3371,1510,210689
0.61,5022,3489,1489,211543
0.62,4955,3550,1495,211594
0.63,4955,3538,1507,212375
0.64,5022,3500,1478,213510
0.65,4952,3524,1524,213372
0.66,4942,3514,1544,214288
0.67,5026,3546,1428,214646
0.68,4862,3619,1519,214914
0.69,4882,3646,1472,216287
0.7,4940,3574,1486,217459
0.71,4759,3688,1553,218410
0.72,4864,3625,1511,218440
0.73,4830,3668,1502,219152
0.74,4835,3644,1521,219788
0.75,4746,3681,1573,220289
0.76,4802,3660,1538,220752
0.77,4742,3723,1535,221983
0.78,4586,3857,1557,222446
0.79,4638,3740,1622,222476
0.8,4685,3723,1592,223175
0.81,4526,3888,1586,223689
0.82,4500,3849,1651,224801
0.83,4615,3769,1616,224714
0.84,4519,3899,1582,225153
0.85,4519,3799,1682,225753
0.86,4444,3901,1655,226149
0.87,4487,3866,1647,226789
0.88,4404,3938,1658,227532
0.89,4424,3886,1690,227231
0.9,4319,3971,1710,228244
0.91,4402,3867,1731,228010
0.92,4288,4021,1691,228541
0.93,4258,4004,1738,229466
0.94,4242,4064,1694,229354
0.95,4275,4017,1708,229768
0.96,4207,4031,1762,230291
0.97,4201,4019,1780,230257
0.98,4249,4005,1746,230936
0.99,4117,4096,1787,230893
1,4050,4149,1801,231055
