Epsilon,ChungToiWin,ChungToiLoss,ChungToiDraw,StatesInPolicy
0,205291,212164,82545,185846
0.01,258147,165249,76604,200042
0.02,293867,137392,68741,202864
0.03,307087,130318,62595,207570
0.04,320350,120495,59155,210001
0.05,323848,118703,57449,213388
0.06,337987,107531,54482,213895
0.07,333825,112844,53331,218773
0.08,340438,106373,53189,219187
0.09,352071,99787,48142,220545
0.1,347873,102683,49444,222798
0.11,349087,101963,48950,224654
0.12,337478,112044,50478,228145
0.13,345977,106235,47788,229775
0.14,340157,110690,49153,230649
0.15,337679,112489,49832,233470
0.16,350453,102751,46796,234333
0.17,340536,110796,48668,236450
0.18,350602,103038,46360,237421
0.19,344992,108300,46708,239862
0.2,345975,106815,47210,241176
0.21,337318,114220,48462,243590
0.22,346128,107224,46648,244061
0.23,345497,107240,47263,245286
0.24,345460,107931,46609,246994
0.25,343010,110255,46735,248207
0.26,333416,118499,48085,250451
0.27,329735,120817,49448,252430
0.28,335701,117145,47154,253429
0.29,331915,119946,48139,254704
0.3,336543,115410,48047,255471
0.31,338322,114455,47223,256813
0.32,327868,122841,49291,258849
0.33,331567,119794,48639,259736
0.34,328642,122151,49207,260726
0.35,323205,126855,49940,262452
0.36,330387,120803,48810,263385
0.37,321205,128442,50353,264911
0.38,324842,124627,50531,265976
0.39,323051,126232,50717,266666
0.4,318763,130948,50289,268101
0.41,315373,133299,51328,269282
0.42,315958,132596,51446,270576
0.43,315806,132910,51284,271260
0.44,316235,131870,51895,272176
0.45,318705,129762,51533,273209
0.46,315415,132423,52162,274578
0.47,309018,137710,53272,276105
0.48,310084,136257,53659,276163
0.49,308369,138560,53071,278015
0.5,308491,137596,53913,278129
0.51,302724,142618,54658,280261
0.52,302306,142790,54904,281030
0.53,300904,143837,55259,282178
0.54,299929,144538,55533,282650
0.55,298967,145493,55540,283526
0.56,296374,147235,56391,284578
0.57,294155,148487,57358,285756
0.58,294385,147904,57711,285591
0.59,291437,150777,57786,287076
0.6,291734,149644,58622,287778
0.61,289171,151375,59454,288565
0.62,287651,153165,59184,289673
0.63,283907,156232,59861,290117
0.64,282714,156690,60596,291539
0.65,283914,155173,60913,291916
0.66,280819,157455,61726,293140
0.67,276767,160856,62377,293485
0.68,276970,160189,62841,294817
0.69,275771,160852,63377,295267
0.7,274121,161609,64270,295901
0.71,271168,164341,64491,296595
0.72,270143,164731,65126,297244
0.73,267138,166882,65980,298073
0.74,266610,166668,66722,298903
0.75,264832,168171,66997,299364
0.76,262895,169157,67948,300180
0.77,261024,170802,68174,301189
0.78,258291,172762,68947,301914
0.79,256576,173583,69841,302437
0.8,253902,175161,70937,303126
0.81,252040,176244,71716,303970
0.82,251313,176577,72110,304691
0.83,247394,179118,73488,304940
0.84,244928,180805,74267,305736
0.85,243510,181964,74526,306193
0.86,241043,182950,76007,306848
0.87,238524,184498,76978,307375
0.88,236659,186174,77167,307631
0.89,234495,187186,78319,308130
0.9,232231,188739,79030,308870
0.91,229578,190533,79889,309623
0.92,226839,191394,81767,309972
0.93,224899,193052,82049,310263
0.94,221677,194832,83491,310530
0.95,219722,195965,84313,311299
0.96,216286,198187,85527,311707
0.97,213569,199359,87072,311909
0.98,211079,201365,87556,312526
0.99,207525,203373,89102,312402
1,205301,204345,90354,312863
