Epsilon,ChungToiWin,ChungToiLoss,ChungToiDraw,StatesInPolicy
0.0,8014,8315,3671,82013
0.01,8565,8061,3374,82385
0.02,7962,7885,4153,80231
0.03,8799,7554,3647,81626
0.04,8671,7449,3880,80209
0.05,8491,7640,3869,83771
0.060000000000000005,8604,7390,4006,82306
0.07,8860,7572,3568,81593
0.08,8345,7599,4056,84694
0.09,8761,7465,3774,83521
0.09999999999999999,8403,7672,3925,85946
0.10999999999999999,8606,7377,4017,83688
0.11999999999999998,8380,7677,3943,87542
0.12999999999999998,8639,7630,3731,86849
0.13999999999999999,8372,7536,4092,86077
0.15,8294,7744,3962,86863
0.16,8389,7630,3981,87749
0.17,8369,7533,4098,86509
0.18000000000000002,8274,7559,4167,88562
0.19000000000000003,8161,7696,4143,89010
0.20000000000000004,8409,7450,4141,88093
0.21000000000000005,8388,7611,4001,88259
0.22000000000000006,8088,7783,4129,89100
0.23000000000000007,8251,7634,4115,90910
0.24000000000000007,8136,7774,4090,90451
0.25000000000000006,8171,7695,4134,91726
0.26000000000000006,8135,7691,4174,90767
0.2700000000000001,8442,7491,4067,90933
0.2800000000000001,8263,7765,3972,91386
0.2900000000000001,8239,7738,4023,90695
0.3000000000000001,8290,7789,3921,92753
0.3100000000000001,8385,7690,3925,92213
0.3200000000000001,8068,7925,4007,93623
0.3300000000000001,8266,7733,4001,94225
0.34000000000000014,8174,7929,3897,94376
0.35000000000000014,8285,7830,3885,94255
0.36000000000000015,8082,7908,4010,95851
0.37000000000000016,8322,7803,3875,93606
0.38000000000000017,8295,7739,3966,93696
0.3900000000000002,8188,7918,3894,96016
0.4000000000000002,8259,7786,3955,96133
0.4100000000000002,8305,7742,3953,96671
0.4200000000000002,8057,7976,3967,95486
0.4300000000000002,8217,7899,3884,97076
0.4400000000000002,8273,7883,3844,96919
0.45000000000000023,8188,7893,3919,97613
0.46000000000000024,8313,7791,3896,96348
0.47000000000000025,8254,7901,3845,97621
0.48000000000000026,8255,7991,3754,98653
0.49000000000000027,8150,7975,3875,98806
0.5000000000000002,8140,8007,3853,98471
0.5100000000000002,8181,7984,3835,99154
0.5200000000000002,8191,8010,3799,99720
0.5300000000000002,8353,7847,3800,100386
0.5400000000000003,8155,7954,3891,99927
0.5500000000000003,8193,8048,3759,101208
0.5600000000000003,8180,7920,3900,99492
0.5700000000000003,8291,7978,3731,100608
0.5800000000000003,8288,7926,3786,101448
0.5900000000000003,8295,7930,3775,101606
0.6000000000000003,8233,8028,3739,100226
0.6100000000000003,8253,7986,3761,102404
0.6200000000000003,8153,8030,3817,102018
0.6300000000000003,8142,8183,3675,102270
0.6400000000000003,8111,8202,3687,102104
0.6500000000000004,8193,8082,3725,103514
0.6600000000000004,8158,8106,3736,103422
0.6700000000000004,8302,8010,3688,102442
0.6800000000000004,8357,7860,3783,103465
0.6900000000000004,8219,8059,3722,103776
0.7000000000000004,8203,8082,3715,104031
0.7100000000000004,8407,7956,3637,103822
0.7200000000000004,8104,8095,3801,103748
0.7300000000000004,8205,8053,3742,103565
0.7400000000000004,8223,8170,3607,104183
0.7500000000000004,8242,8063,3695,105019
0.7600000000000005,8174,8049,3777,105400
0.7700000000000005,8258,8066,3676,104564
0.7800000000000005,8163,8153,3684,105833
0.7900000000000005,8296,8037,3667,106269
0.8000000000000005,8196,8101,3703,105405
0.8100000000000005,8268,8006,3726,106601
0.8200000000000005,8274,8062,3664,106031
0.8300000000000005,8240,8085,3675,107134
0.8400000000000005,8266,8101,3633,106448
0.8500000000000005,8263,8084,3653,105784
0.8600000000000005,8230,8083,3687,106889
0.8700000000000006,8259,8125,3616,107567
0.8800000000000006,8234,8072,3694,107183
0.8900000000000006,8208,8058,3734,107190
0.9000000000000006,8128,8320,3552,106776
0.9100000000000006,8173,8184,3643,107042
0.9200000000000006,8322,8034,3644,106989
0.9300000000000006,8292,8128,3580,108250
0.9400000000000006,8161,8201,3638,106413
0.9500000000000006,8262,8138,3600,108668
0.9600000000000006,8216,8231,3553,107805
0.9700000000000006,8155,8273,3572,107075
0.9800000000000006,8240,8228,3532,108357
0.9900000000000007,8262,8177,3561,107740
1.0,8225,8192,3583,108098
