Epsilon,ChungToiWin,ChungToiLoss,ChungToiDraw,StatesInPolicy
0.0,543218,513317,223465,191657
0.01,672553,317869,289578,214616
0.02,737445,251377,291178,218343
0.03,767837,228440,283723,224668
0.04,788620,207199,284181,230175
0.05,804369,190492,285139,231832
0.060000000000000005,805950,187755,286295,237033
0.07,817254,180685,282061,240227
0.08,819498,181868,278634,243688
0.09,816815,179697,283488,247233
0.09999999999999999,818467,179225,282308,248887
0.10999999999999999,817653,176842,285505,252300
0.11999999999999998,820805,179744,279451,255732
0.12999999999999998,822125,179034,278841,258357
0.13999999999999999,823041,185278,271681,259963
0.15,819807,187670,272523,262417
0.16,816184,191975,271841,265087
0.17,819050,186846,274104,267312
0.18000000000000002,813945,189109,276946,269998
0.19000000000000003,813281,195613,271106,272401
0.20000000000000004,811133,192557,276310,272850
0.21000000000000005,808252,197456,274292,275922
0.22000000000000006,807877,203240,268883,277855
0.23000000000000007,805344,201558,273098,279890
0.24000000000000007,805295,203003,271702,281858
0.25000000000000006,799700,207370,272930,283129
0.26000000000000006,799084,209967,270949,284795
0.2700000000000001,798291,215315,266394,287075
0.2800000000000001,795754,219985,264261,288271
0.2900000000000001,793278,218036,268686,290447
0.3000000000000001,793627,220355,266018,291740
0.3100000000000001,790064,226093,263843,293091
0.3200000000000001,785288,231395,263317,294350
0.3300000000000001,789308,227385,263307,295936
0.34000000000000014,784244,230946,264810,297192
0.35000000000000014,781658,238454,259888,298575
0.36000000000000015,778953,241053,259994,299815
0.37000000000000016,778467,238275,263258,301160
0.38000000000000017,776617,241910,261473,302434
0.3900000000000002,774241,243692,262067,303463
0.4000000000000002,768306,251991,259703,305080
0.4100000000000002,771465,249521,259014,306010
0.4200000000000002,764578,254390,261032,307271
0.4300000000000002,759882,262106,258012,308808
0.4400000000000002,756715,265558,257727,309542
0.45000000000000023,755829,267773,256398,311221
0.46000000000000024,756527,266398,257075,311757
0.47000000000000025,750164,274750,255086,312578
0.48000000000000026,748295,276569,255136,313983
0.49000000000000027,749517,275873,254610,314677
0.5000000000000002,745326,281176,253498,315518
0.5100000000000002,737317,288696,253987,316533
0.5200000000000002,738062,287397,254541,317617
0.5300000000000002,733050,294208,252742,318471
0.5400000000000003,729435,298401,252164,319998
0.5500000000000003,725679,301667,252654,320743
0.5600000000000003,728315,300542,251143,321296
0.5700000000000003,723893,304738,251369,322174
0.5800000000000003,722029,307179,250792,323302
0.5900000000000003,714946,315851,249203,323888
0.6000000000000003,711697,318635,249668,324770
0.6100000000000003,714376,317119,248505,325396
0.6200000000000003,706426,325786,247788,326520
0.6300000000000003,705790,326541,247669,327510
0.6400000000000003,702246,331969,245785,327763
0.6500000000000004,698441,336908,244651,329081
0.6600000000000004,694084,340866,245050,329504
0.6700000000000004,689538,344495,245967,330369
0.6800000000000004,687789,347208,245003,331249
0.6900000000000004,683081,352203,244716,331890
0.7000000000000004,683213,352213,244574,332545
0.7100000000000004,676566,359734,243700,333173
0.7200000000000004,672567,363665,243768,334143
0.7300000000000004,670281,367271,242448,334633
0.7400000000000004,668878,368842,242280,335098
0.7500000000000004,664601,373697,241702,335504
0.7600000000000005,657486,380740,241774,336286
0.7700000000000005,656354,382763,240883,337375
0.7800000000000005,651837,388363,239800,337452
0.7900000000000005,647756,391132,241112,338227
0.8000000000000005,640394,399870,239736,338610
0.8100000000000005,636982,403143,239875,339397
0.8200000000000005,631706,408883,239411,339676
0.8300000000000005,626941,413982,239077,340472
0.8400000000000005,623898,417886,238216,340673
0.8500000000000005,616506,424887,238607,341450
0.8600000000000005,612987,429902,237111,341904
0.8700000000000006,607831,434999,237170,342125
0.8800000000000006,602613,440496,236891,342534
0.8900000000000006,597318,446100,236582,342848
0.9000000000000006,591794,452401,235805,343403
0.9100000000000006,584239,460055,235706,343841
0.9200000000000006,580891,464387,234722,344186
0.9300000000000006,574080,471179,234741,344451
0.9400000000000006,567695,477332,234973,344915
0.9500000000000006,561893,483780,234327,344843
0.9600000000000006,554514,491877,233609,345177
0.9700000000000006,546667,499441,233892,345266
0.9800000000000006,539416,508559,232025,345715
0.9900000000000007,531566,515705,232729,345440
1.0,523614,524314,232072,345669
