Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0.0,33060,30940,0,392
0.01,48926,15074,0,506
0.02,48478,15522,0,507
0.03,49621,14379,0,508
0.04,48757,15243,0,503
0.05,49430,14570,0,510
0.060000000000000005,49220,14780,0,511
0.07,49708,14292,0,511
0.08,49449,14551,0,510
0.09,49675,14325,0,510
0.09999999999999999,48842,15158,0,511
0.10999999999999999,48601,15399,0,511
0.11999999999999998,48347,15653,0,511
0.12999999999999998,48295,15705,0,511
0.13999999999999999,47934,16066,0,511
0.15,47996,16004,0,510
0.16,47803,16197,0,511
0.17,47840,16160,0,511
0.18000000000000002,48103,15897,0,511
0.19000000000000003,47952,16048,0,511
0.20000000000000004,47244,16756,0,511
0.21000000000000005,47072,16928,0,511
0.22000000000000006,46721,17279,0,511
0.23000000000000007,46886,17114,0,511
0.24000000000000007,46484,17516,0,511
0.25000000000000006,45998,18002,0,511
0.26000000000000006,47176,16824,0,511
0.2700000000000001,46022,17978,0,511
0.2800000000000001,46086,17914,0,511
0.2900000000000001,46335,17665,0,511
0.3000000000000001,46561,17439,0,511
0.3100000000000001,45683,18317,0,511
0.3200000000000001,45321,18679,0,511
0.3300000000000001,44924,19076,0,511
0.34000000000000014,44970,19030,0,511
0.35000000000000014,44722,19278,0,511
0.36000000000000015,44888,19112,0,511
0.37000000000000016,44671,19329,0,511
0.38000000000000017,44264,19736,0,511
0.3900000000000002,44651,19349,0,511
0.4000000000000002,44010,19990,0,511
0.4100000000000002,43919,20081,0,511
0.4200000000000002,43764,20236,0,511
0.4300000000000002,43729,20271,0,511
0.4400000000000002,43366,20634,0,511
0.45000000000000023,43241,20759,0,511
0.46000000000000024,43327,20673,0,511
0.47000000000000025,43067,20933,0,511
0.48000000000000026,42748,21252,0,511
0.49000000000000027,42306,21694,0,511
0.5000000000000002,42478,21522,0,511
0.5100000000000002,42258,21742,0,511
0.5200000000000002,41971,22029,0,511
0.5300000000000002,41927,22073,0,511
0.5400000000000003,41646,22354,0,511
0.5500000000000003,41409,22591,0,511
0.5600000000000003,41192,22808,0,511
0.5700000000000003,41494,22506,0,511
0.5800000000000003,41214,22786,0,511
0.5900000000000003,41117,22883,0,511
0.6000000000000003,40839,23161,0,511
0.6100000000000003,40589,23411,0,511
0.6200000000000003,40148,23852,0,511
0.6300000000000003,40007,23993,0,511
0.6400000000000003,39601,24399,0,511
0.6500000000000004,39685,24315,0,511
0.6600000000000004,39457,24543,0,511
0.6700000000000004,39553,24447,0,511
0.6800000000000004,39114,24886,0,511
0.6900000000000004,39035,24965,0,511
0.7000000000000004,38608,25392,0,511
0.7100000000000004,38653,25347,0,511
0.7200000000000004,38679,25321,0,511
0.7300000000000004,38001,25999,0,511
0.7400000000000004,37782,26218,0,511
0.7500000000000004,37434,26566,0,511
0.7600000000000005,37363,26637,0,511
0.7700000000000005,37334,26666,0,511
0.7800000000000005,37045,26955,0,511
0.7900000000000005,36959,27041,0,511
0.8000000000000005,36570,27430,0,511
0.8100000000000005,36389,27611,0,511
0.8200000000000005,36430,27570,0,511
0.8300000000000005,36084,27916,0,511
0.8400000000000005,35792,28208,0,511
0.8500000000000005,35463,28537,0,511
0.8600000000000005,35453,28547,0,511
0.8700000000000006,35102,28898,0,511
0.8800000000000006,34793,29207,0,511
0.8900000000000006,34621,29379,0,511
0.9000000000000006,34469,29531,0,511
0.9100000000000006,34131,29869,0,511
0.9200000000000006,34028,29972,0,511
0.9300000000000006,33619,30381,0,511
0.9400000000000006,33496,30504,0,511
0.9500000000000006,33180,30820,0,511
0.9600000000000006,33100,30900,0,511
0.9700000000000006,32757,31243,0,511
0.9800000000000006,32376,31624,0,511
0.9900000000000007,32345,31655,0,511
1.0,31953,32047,0,511
