Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0.0,5718,4282,0,405
0.01,6005,3995,0,460
0.02,6577,3423,0,496
0.03,6735,3265,0,493
0.04,7032,2968,0,502
0.05,7439,2561,0,497
0.060000000000000005,6906,3094,0,501
0.07,6887,3113,0,497
0.08,7349,2651,0,492
0.09,7375,2625,0,498
0.09999999999999999,7283,2717,0,502
0.10999999999999999,7541,2459,0,504
0.11999999999999998,7354,2646,0,506
0.12999999999999998,7463,2537,0,504
0.13999999999999999,7422,2578,0,510
0.15,7242,2758,0,508
0.16,7420,2580,0,509
0.17,7399,2601,0,509
0.18000000000000002,7317,2683,0,509
0.19000000000000003,7171,2829,0,505
0.20000000000000004,7227,2773,0,499
0.21000000000000005,7199,2801,0,510
0.22000000000000006,7288,2712,0,509
0.23000000000000007,7240,2760,0,507
0.24000000000000007,7177,2823,0,507
0.25000000000000006,7150,2850,0,505
0.26000000000000006,7237,2763,0,509
0.2700000000000001,7149,2851,0,506
0.2800000000000001,7085,2915,0,509
0.2900000000000001,7234,2766,0,510
0.3000000000000001,7000,3000,0,507
0.3100000000000001,7114,2886,0,509
0.3200000000000001,7125,2875,0,509
0.3300000000000001,7131,2869,0,511
0.34000000000000014,7178,2822,0,510
0.35000000000000014,6910,3090,0,510
0.36000000000000015,6962,3038,0,510
0.37000000000000016,7074,2926,0,511
0.38000000000000017,6977,3023,0,511
0.3900000000000002,6972,3028,0,511
0.4000000000000002,6820,3180,0,507
0.4100000000000002,6927,3073,0,509
0.4200000000000002,6710,3290,0,511
0.4300000000000002,6630,3370,0,511
0.4400000000000002,6766,3234,0,510
0.45000000000000023,6846,3154,0,509
0.46000000000000024,6727,3273,0,510
0.47000000000000025,6685,3315,0,511
0.48000000000000026,6580,3420,0,509
0.49000000000000027,6519,3481,0,509
0.5000000000000002,6554,3446,0,511
0.5100000000000002,6554,3446,0,511
0.5200000000000002,6531,3469,0,510
0.5300000000000002,6528,3472,0,510
0.5400000000000003,6591,3409,0,511
0.5500000000000003,6380,3620,0,510
0.5600000000000003,6481,3519,0,511
0.5700000000000003,6366,3634,0,510
0.5800000000000003,6443,3557,0,511
0.5900000000000003,6362,3638,0,511
0.6000000000000003,6313,3687,0,511
0.6100000000000003,6266,3734,0,510
0.6200000000000003,6360,3640,0,511
0.6300000000000003,6236,3764,0,511
0.6400000000000003,6174,3826,0,511
0.6500000000000004,6178,3822,0,511
0.6600000000000004,6151,3849,0,510
0.6700000000000004,6192,3808,0,511
0.6800000000000004,6053,3947,0,511
0.6900000000000004,6083,3917,0,511
0.7000000000000004,6127,3873,0,511
0.7100000000000004,5944,4056,0,511
0.7200000000000004,5970,4030,0,510
0.7300000000000004,5871,4129,0,511
0.7400000000000004,5851,4149,0,511
0.7500000000000004,5892,4108,0,511
0.7600000000000005,5868,4132,0,511
0.7700000000000005,5816,4184,0,511
0.7800000000000005,5769,4231,0,511
0.7900000000000005,5765,4235,0,510
0.8000000000000005,5617,4383,0,511
0.8100000000000005,5739,4261,0,511
0.8200000000000005,5681,4319,0,511
0.8300000000000005,5680,4320,0,511
0.8400000000000005,5578,4422,0,511
0.8500000000000005,5513,4487,0,511
0.8600000000000005,5570,4430,0,511
0.8700000000000006,5468,4532,0,511
0.8800000000000006,5454,4546,0,511
0.8900000000000006,5426,4574,0,511
0.9000000000000006,5281,4719,0,510
0.9100000000000006,5377,4623,0,511
0.9200000000000006,5334,4666,0,511
0.9300000000000006,5185,4815,0,511
0.9400000000000006,5278,4722,0,511
0.9500000000000006,5196,4804,0,511
0.9600000000000006,5154,4846,0,510
0.9700000000000006,5128,4872,0,511
0.9800000000000006,5037,4963,0,511
0.9900000000000007,5060,4940,0,511
1.0,5026,4974,0,511
