Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0.0,28641,21359,0,453
0.01,36124,13876,0,499
0.02,37500,12500,0,510
0.03,38169,11831,0,506
0.04,38556,11444,0,511
0.05,37961,12039,0,510
0.060000000000000005,37922,12078,0,511
0.07,38440,11560,0,509
0.08,38349,11651,0,511
0.09,38443,11557,0,510
0.09999999999999999,38276,11724,0,511
0.10999999999999999,37654,12346,0,511
0.11999999999999998,36848,13152,0,511
0.12999999999999998,38190,11810,0,511
0.13999999999999999,37372,12628,0,510
0.15,37247,12753,0,511
0.16,37345,12655,0,511
0.17,37635,12365,0,511
0.18000000000000002,37533,12467,0,511
0.19000000000000003,36671,13329,0,511
0.20000000000000004,36971,13029,0,511
0.21000000000000005,36857,13143,0,511
0.22000000000000006,37076,12924,0,511
0.23000000000000007,36676,13324,0,511
0.24000000000000007,36274,13726,0,511
0.25000000000000006,36179,13821,0,511
0.26000000000000006,36089,13911,0,511
0.2700000000000001,35999,14001,0,511
0.2800000000000001,36009,13991,0,511
0.2900000000000001,36038,13962,0,511
0.3000000000000001,36209,13791,0,511
0.3100000000000001,35672,14328,0,511
0.3200000000000001,35433,14567,0,511
0.3300000000000001,35235,14765,0,511
0.34000000000000014,35150,14850,0,511
0.35000000000000014,35366,14634,0,511
0.36000000000000015,34920,15080,0,511
0.37000000000000016,35031,14969,0,511
0.38000000000000017,34709,15291,0,511
0.3900000000000002,34663,15337,0,511
0.4000000000000002,34189,15811,0,511
0.4100000000000002,34578,15422,0,511
0.4200000000000002,34569,15431,0,511
0.4300000000000002,34317,15683,0,511
0.4400000000000002,33927,16073,0,511
0.45000000000000023,33950,16050,0,511
0.46000000000000024,33911,16089,0,511
0.47000000000000025,33954,16046,0,511
0.48000000000000026,33670,16330,0,511
0.49000000000000027,33035,16965,0,511
0.5000000000000002,33330,16670,0,511
0.5100000000000002,33186,16814,0,511
0.5200000000000002,33052,16948,0,511
0.5300000000000002,32647,17353,0,511
0.5400000000000003,32742,17258,0,511
0.5500000000000003,32435,17565,0,511
0.5600000000000003,32551,17449,0,511
0.5700000000000003,32255,17745,0,511
0.5800000000000003,31888,18112,0,511
0.5900000000000003,31931,18069,0,511
0.6000000000000003,31727,18273,0,511
0.6100000000000003,31169,18831,0,511
0.6200000000000003,31613,18387,0,511
0.6300000000000003,31260,18740,0,511
0.6400000000000003,30940,19060,0,511
0.6500000000000004,30968,19032,0,511
0.6600000000000004,30799,19201,0,511
0.6700000000000004,30952,19048,0,511
0.6800000000000004,30375,19625,0,511
0.6900000000000004,30337,19663,0,511
0.7000000000000004,30213,19787,0,511
0.7100000000000004,30043,19957,0,511
0.7200000000000004,29778,20222,0,511
0.7300000000000004,29803,20197,0,511
0.7400000000000004,29705,20295,0,511
0.7500000000000004,29584,20416,0,511
0.7600000000000005,29329,20671,0,511
0.7700000000000005,29348,20652,0,511
0.7800000000000005,29117,20883,0,511
0.7900000000000005,28628,21372,0,511
0.8000000000000005,28558,21442,0,511
0.8100000000000005,28568,21432,0,511
0.8200000000000005,28200,21800,0,511
0.8300000000000005,27901,22099,0,511
0.8400000000000005,27961,22039,0,511
0.8500000000000005,27833,22167,0,511
0.8600000000000005,27695,22305,0,511
0.8700000000000006,27412,22588,0,511
0.8800000000000006,27133,22867,0,511
0.8900000000000006,27011,22989,0,511
0.9000000000000006,26982,23018,0,511
0.9100000000000006,26791,23209,0,511
0.9200000000000006,26414,23586,0,511
0.9300000000000006,26239,23761,0,511
0.9400000000000006,26238,23762,0,511
0.9500000000000006,25979,24021,0,511
0.9600000000000006,25849,24151,0,511
0.9700000000000006,25399,24601,0,511
0.9800000000000006,25453,24547,0,511
0.9900000000000007,25087,24913,0,511
1.0,25099,24901,0,511
