Epsilon,NimWin,NimLoss,NimDraw,StatesInPolicy
0.0,15527,16473,0,408
0.01,21771,10229,0,502
0.02,23520,8480,0,502
0.03,23585,8415,0,511
0.04,23917,8083,0,501
0.05,24282,7718,0,510
0.060000000000000005,24248,7752,0,508
0.07,23839,8161,0,506
0.08,23855,8145,0,508
0.09,24141,7859,0,510
0.09999999999999999,24230,7770,0,511
0.10999999999999999,23911,8089,0,511
0.11999999999999998,24616,7384,0,511
0.12999999999999998,24294,7706,0,511
0.13999999999999999,24122,7878,0,510
0.15,23812,8188,0,511
0.16,23841,8159,0,511
0.17,23348,8652,0,511
0.18000000000000002,23482,8518,0,510
0.19000000000000003,24049,7951,0,511
0.20000000000000004,23517,8483,0,511
0.21000000000000005,23886,8114,0,510
0.22000000000000006,23296,8704,0,511
0.23000000000000007,23249,8751,0,511
0.24000000000000007,23510,8490,0,511
0.25000000000000006,23391,8609,0,511
0.26000000000000006,23228,8772,0,511
0.2700000000000001,23617,8383,0,511
0.2800000000000001,23026,8974,0,511
0.2900000000000001,22998,9002,0,511
0.3000000000000001,22599,9401,0,511
0.3100000000000001,22733,9267,0,511
0.3200000000000001,22770,9230,0,511
0.3300000000000001,22597,9403,0,511
0.34000000000000014,22607,9393,0,510
0.35000000000000014,22359,9641,0,511
0.36000000000000015,22531,9469,0,511
0.37000000000000016,22306,9694,0,511
0.38000000000000017,22604,9396,0,511
0.3900000000000002,22097,9903,0,511
0.4000000000000002,21960,10040,0,511
0.4100000000000002,21686,10314,0,511
0.4200000000000002,21930,10070,0,511
0.4300000000000002,21732,10268,0,511
0.4400000000000002,21772,10228,0,511
0.45000000000000023,21775,10225,0,511
0.46000000000000024,21560,10440,0,511
0.47000000000000025,21656,10344,0,511
0.48000000000000026,21490,10510,0,511
0.49000000000000027,21218,10782,0,511
0.5000000000000002,20984,11016,0,511
0.5100000000000002,21239,10761,0,511
0.5200000000000002,21089,10911,0,511
0.5300000000000002,20936,11064,0,511
0.5400000000000003,21002,10998,0,511
0.5500000000000003,20825,11175,0,511
0.5600000000000003,20736,11264,0,511
0.5700000000000003,20544,11456,0,511
0.5800000000000003,20453,11547,0,511
0.5900000000000003,20137,11863,0,511
0.6000000000000003,20283,11717,0,511
0.6100000000000003,20236,11764,0,511
0.6200000000000003,20064,11936,0,511
0.6300000000000003,20034,11966,0,511
0.6400000000000003,19936,12064,0,511
0.6500000000000004,19684,12316,0,511
0.6600000000000004,19917,12083,0,511
0.6700000000000004,19453,12547,0,511
0.6800000000000004,19531,12469,0,511
0.6900000000000004,19439,12561,0,511
0.7000000000000004,19432,12568,0,511
0.7100000000000004,19341,12659,0,511
0.7200000000000004,19091,12909,0,511
0.7300000000000004,18872,13128,0,511
0.7400000000000004,18821,13179,0,511
0.7500000000000004,18732,13268,0,511
0.7600000000000005,18817,13183,0,511
0.7700000000000005,18579,13421,0,511
0.7800000000000005,18506,13494,0,511
0.7900000000000005,18401,13599,0,511
0.8000000000000005,18245,13755,0,511
0.8100000000000005,18032,13968,0,511
0.8200000000000005,17996,14004,0,511
0.8300000000000005,18048,13952,0,511
0.8400000000000005,17971,14029,0,511
0.8500000000000005,17884,14116,0,511
0.8600000000000005,17778,14222,0,511
0.8700000000000006,17536,14464,0,511
0.8800000000000006,17298,14702,0,511
0.8900000000000006,17202,14798,0,511
0.9000000000000006,17193,14807,0,511
0.9100000000000006,17066,14934,0,511
0.9200000000000006,16830,15170,0,511
0.9300000000000006,16712,15288,0,511
0.9400000000000006,16808,15192,0,511
0.9500000000000006,16859,15141,0,511
0.9600000000000006,16366,15634,0,511
0.9700000000000006,16424,15576,0,511
0.9800000000000006,16185,15815,0,511
0.9900000000000007,16200,15800,0,511
1.0,15972,16028,0,511
