NumGames,NimWin,NimLoss,NimDraw,StatesInPolicy
1000,593,407,0,439
2000,1245,755,0,480
3000,1915,1085,0,496
4000,2570,1430,0,502
5000,3219,1781,0,506
6000,3896,2104,0,506
7000,4532,2468,0,507
8000,5210,2790,0,508
9000,5876,3124,0,509
10000,6544,3456,0,510
11000,7234,3766,0,510
12000,7910,4090,0,510
13000,8590,4410,0,511
14000,9270,4730,0,511
15000,9961,5039,0,511
16000,10605,5395,0,511
17000,11281,5719,0,511
18000,11943,6057,0,511
19000,12584,6416,0,511
20000,13243,6757,0,511
21000,13912,7088,0,511
22000,14568,7432,0,511
23000,15215,7785,0,511
24000,15864,8136,0,511
25000,16519,8481,0,511
26000,17165,8835,0,511
27000,17814,9186,0,511
28000,18489,9511,0,511
29000,19135,9865,0,511
30000,19820,10180,0,511
31000,20471,10529,0,511
32000,21126,10874,0,511
33000,21806,11194,0,511
34000,22457,11543,0,511
35000,23122,11878,0,511
36000,23791,12209,0,511
37000,24481,12519,0,511
38000,25156,12844,0,511
39000,25824,13176,0,511
40000,26474,13526,0,511
41000,27133,13867,0,511
42000,27773,14227,0,511
43000,28424,14576,0,511
44000,29097,14903,0,511
45000,29752,15248,0,511
46000,30425,15575,0,511
47000,31108,15892,0,511
48000,31773,16227,0,511
49000,32425,16575,0,511
50000,33055,16945,0,511
51000,33713,17287,0,511
52000,34380,17620,0,511
53000,35047,17953,0,511
54000,35703,18297,0,511
55000,36349,18651,0,511
56000,36998,19002,0,511
57000,37668,19332,0,511
58000,38327,19673,0,511
59000,38992,20008,0,511
60000,39648,20352,0,511
61000,40309,20691,0,511
62000,40963,21037,0,511
63000,41592,21408,0,511
64000,42247,21753,0,511
65000,42917,22083,0,511
66000,43580,22420,0,511
67000,44236,22764,0,511
68000,44876,23124,0,511
69000,45551,23449,0,511
70000,46211,23789,0,511
71000,46856,24144,0,511
72000,47520,24480,0,511
73000,48189,24811,0,511
74000,48841,25159,0,511
75000,49520,25480,0,511
76000,50133,25867,0,511
77000,50794,26206,0,511
78000,51459,26541,0,511
79000,52131,26869,0,511
80000,52770,27230,0,511
81000,53436,27564,0,511
82000,54087,27913,0,511
83000,54741,28259,0,511
84000,55391,28609,0,511
85000,56080,28920,0,511
86000,56757,29243,0,511
87000,57438,29562,0,511
88000,58085,29915,0,511
89000,58771,30229,0,511
90000,59438,30562,0,511
91000,60099,30901,0,511
92000,60763,31237,0,511
93000,61434,31566,0,511
94000,62091,31909,0,511
95000,62719,32281,0,511
96000,63375,32625,0,511
97000,64011,32989,0,511
98000,64665,33335,0,511
99000,65310,33690,0,511
100000,65986,34014,0,511
