NumGames,NimWin,NimLoss,NimDraw,StatesInPolicy
1000,592,408,0,409
2000,1290,710,0,454
3000,1959,1041,0,476
4000,2676,1324,0,486
5000,3398,1602,0,489
6000,4126,1874,0,492
7000,4850,2150,0,496
8000,5602,2398,0,497
9000,6358,2642,0,500
10000,7105,2895,0,501
11000,7850,3150,0,501
12000,8574,3426,0,502
13000,9323,3677,0,502
14000,10069,3931,0,503
15000,10820,4180,0,504
16000,11594,4406,0,505
17000,12338,4662,0,505
18000,13081,4919,0,505
19000,13809,5191,0,507
20000,14543,5457,0,507
21000,15286,5714,0,508
22000,16024,5976,0,508
23000,16768,6232,0,508
24000,17506,6494,0,508
25000,18235,6765,0,508
26000,19004,6996,0,508
27000,19752,7248,0,508
28000,20506,7494,0,508
29000,21244,7756,0,509
30000,21992,8008,0,509
31000,22731,8269,0,509
32000,23491,8509,0,509
33000,24264,8736,0,510
34000,25012,8988,0,510
35000,25762,9238,0,510
36000,26522,9478,0,510
37000,27268,9732,0,510
38000,28001,9999,0,510
39000,28746,10254,0,510
40000,29499,10501,0,510
41000,30259,10741,0,510
42000,31003,10997,0,510
43000,31757,11243,0,510
44000,32486,11514,0,510
45000,33218,11782,0,510
46000,33977,12023,0,510
47000,34708,12292,0,510
48000,35458,12542,0,510
49000,36186,12814,0,510
50000,36918,13082,0,511
51000,37686,13314,0,511
52000,38398,13602,0,511
53000,39146,13854,0,511
54000,39895,14105,0,511
55000,40637,14363,0,511
56000,41382,14618,0,511
57000,42146,14854,0,511
58000,42897,15103,0,511
59000,43631,15369,0,511
60000,44359,15641,0,511
61000,45107,15893,0,511
62000,45854,16146,0,511
63000,46583,16417,0,511
64000,47312,16688,0,511
65000,48041,16959,0,511
66000,48779,17221,0,511
67000,49527,17473,0,511
68000,50280,17720,0,511
69000,51011,17989,0,511
70000,51753,18247,0,511
71000,52519,18481,0,511
72000,53278,18722,0,511
73000,54012,18988,0,511
74000,54745,19255,0,511
75000,55482,19518,0,511
76000,56227,19773,0,511
77000,56970,20030,0,511
78000,57730,20270,0,511
79000,58476,20524,0,511
80000,59220,20780,0,511
81000,59964,21036,0,511
82000,60717,21283,0,511
83000,61459,21541,0,511
84000,62192,21808,0,511
85000,62944,22056,0,511
86000,63690,22310,0,511
87000,64437,22563,0,511
88000,65155,22845,0,511
89000,65901,23099,0,511
90000,66646,23354,0,511
91000,67390,23610,0,511
92000,68124,23876,0,511
93000,68856,24144,0,511
94000,69600,24400,0,511
95000,70323,24677,0,511
96000,71078,24922,0,511
97000,71808,25192,0,511
98000,72539,25461,0,511
99000,73276,25724,0,511
100000,74005,25995,0,511
